# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0019900	MF	e	kinase binding	12/601	97/19370	4.594389347393079e-05	4	12	0.007019910068378874	480, 1499, 3939, 4976, 5187, 6188, 6513, 7128, 8887, 11140, 11315, 54472
GO:0003723	MF	e	RNA binding	70/601	1384/19370	5.08576251271914e-05	4	70	0.00751167123128617	226, 327, 684, 811, 821, 1207, 1213, 1964, 2023, 2130, 2194, 2521, 2665, 2806, 2896, 2923, 2935, 3178, 3181, 3187, 3189, 3304, 3312, 3320, 3329, 3336, 3921, 4627, 4904, 5034, 5052, 5093, 5216, 5315, 5478, 5479, 5901, 6122, 6124, 6129, 6133, 6156, 6188, 6189, 6201, 6230, 6520, 6624, 6727, 6742, 7037, 7295, 7531, 7532, 7818, 8635, 9123, 9601, 10209, 10528, 10985, 11151, 23193, 23499, 51637, 56829, 57003, 57532, 92140, 117159
GO:0015186	MF	e	L-glutamine transmembrane transporter activity	4/601	8/19370	5.815079420151634e-05	7	4	0.008311811906674803	6509, 54407, 81539, 92745
GO:0005041	MF	e	low-density lipoprotein particle receptor activity	5/601	15/19370	6.558277608139184e-05	3	5	0.009081165025520227	3949, 4040, 6653, 26020, 29967
GO:0043236	MF	e	laminin binding	6/601	24/19370	7.26570047466727e-05	3	6	0.009755854182803236	1520, 1605, 3688, 3921, 8754, 375790
GO:0044183	MF	e	protein folding chaperone	7/601	36/19370	0.00010193824768691801	1	7	0.013284952220609816	811, 972, 3304, 3309, 3312, 6782, 57003
GO:0050815	MF	e	phosphoserine residue binding	3/601	4/19370	0.00011614894958865313	5	3	0.01439601688231319	4734, 7529, 7531
GO:0043130	MF	e	ubiquitin binding	11/601	91/19370	0.00011696154542163729	4	11	0.01439601688231319	4077, 4734, 7128, 7345, 7852, 8027, 8878, 9146, 10254, 23062, 54472
GO:0032395	MF	e	MHC class II receptor activity	4/601	10/19370	0.00016599244516388544	4	4	0.019878716878950712	3113, 3117, 3118, 3122
GO:0050839	MF	e	cell adhesion molecule binding	9/601	66/19370	0.00019192586410365984	3	9	0.021805730867777352	101, 1829, 3676, 3688, 3689, 3728, 6386, 7412, 55714
GO:0015026	MF	e	coreceptor activity	7/601	40/19370	0.00020448190739003638	3	7	0.022651483291131282	941, 2838, 3676, 3688, 4040, 7852, 57007
GO:0019955	MF	e	cytokine binding	7/601	41/19370	0.00024005591046837127	3	7	0.025943603397203734	972, 1436, 3459, 3561, 9466, 10148, 11315
GO:0005290	MF	e	L-histidine transmembrane transporter activity	3/601	5/19370	0.00028365829744134304	7	3	0.028565679908240705	6541, 92745, 121260
GO:0140545	MF	e	protein disaggregase activity	3/601	5/19370	0.00028365829744134304	2	3	0.028565679908240705	3304, 3312, 27183
GO:0004185	MF	e	serine-type carboxypeptidase activity	3/601	5/19370	0.00028365829744134304	6	3	0.028565679908240705	1362, 5476, 5547
GO:0003756	MF	e	protein disulfide isomerase activity	5/601	20/19370	0.00029768707186638273	5	5	0.029312253676443155	2923, 5034, 9601, 10130, 23071
GO:0002020	MF	e	protease binding	11/601	103/19370	0.00035284481098759603	4	11	0.03326500760608592	2, 970, 1471, 2319, 2932, 3688, 3949, 5660, 7076, 7124, 7128
GO:0015035	MF	e	protein-disulfide reductase activity	5/601	21/19370	0.00038080421133369766	5	5	0.03515298875874197	2923, 5034, 7295, 9601, 10130
GO:0008233	MF	e	peptidase activity	10/601	90/19370	0.0004720326155854189	3	10	0.04268523509508145	175, 1200, 1509, 1512, 4318, 5641, 5690, 9159, 11315, 117159
GO:0004896	MF	e	cytokine receptor activity	7/601	46/19370	0.0004998970180856504	4	7	0.04430087374275034	972, 3455, 3459, 3561, 9466, 10148, 50615
GO:0004197	MF	e	cysteine-type endopeptidase activity	10/601	91/19370	0.000515868550144592	5	10	0.04481987344491544	1075, 1509, 1512, 1515, 1519, 1520, 1522, 2923, 5641, 7345
GO:0008379	MF	e	thioredoxin peroxidase activity	3/601	6/19370	0.0005542192692169741	5	3	0.04633482230000778	5052, 9588, 10549
GO:0015662	MF	e	P-type ion transporter activity	3/601	6/19370	0.0005542192692169741	7	3	0.04633482230000778	487, 488, 10257
GO:0051020	MF	e	GTPase binding	6/601	35/19370	0.0006557555027042525	4	6	0.052722047473146585	2023, 3320, 3936, 4904, 30968, 55004
GO:0042605	MF	e	peptide antigen binding	5/601	24/19370	0.0007364935488880181	4	5	0.05725268272145277	3113, 3117, 3122, 3134, 3135
GO:0004560	MF	e	alpha-L-fucosidase activity	2/601	2/19370	0.0009611449811448658	6	2	0.06869086147504677	2517, 2519
GO:0016532	MF	e	superoxide dismutase copper chaperone activity	2/601	2/19370	0.0009611449811448658	4	2	0.06869086147504677	538, 11315
GO:0050119	MF	e	N-acetylglucosamine deacetylase activity	2/601	2/19370	0.0009611449811448658	5	2	0.06869086147504677	3340, 8509
GO:0015647	MF	e	peptidoglycan transmembrane transporter activity	2/601	2/19370	0.0009611449811448658	4	2	0.06869086147504677	51296, 121260
GO:0005295	MF	e	neutral amino acid:sodium symporter activity	2/601	2/19370	0.0009611449811448658	11	2	0.06869086147504677	54407, 81539
GO:0004175	MF	e	endopeptidase activity	8/601	67/19370	0.0010676696796045801	4	8	0.07509276746552214	102, 1200, 1512, 1889, 4318, 9528, 23473, 51752
GO:0019904	MF	e	protein domain specific binding	18/601	245/19370	0.0010931593457241496	3	18	0.07568420407662042	387, 476, 801, 958, 3178, 3309, 3916, 4074, 4627, 4734, 5534, 5566, 6767, 7529, 7532, 9146, 27183, 57661
GO:0046933	MF	e	proton-transporting ATP synthase activity, rotational mechanism	4/601	16/19370	0.0012400835085652289	8	4	0.08373151551787533	506, 522, 523, 527
GO:0004888	MF	e	transmembrane signaling receptor activity	13/601	157/19370	0.0012471857423109393	3	13	0.08373151551787533	943, 2213, 3383, 4074, 4851, 6653, 6693, 9466, 10507, 11314, 50615, 55366, 81793
GO:0003735	MF	e	structural constituent of ribosome	13/601	158/19370	0.0013214886811577264	2	13	0.08611053450308656	3921, 6122, 6124, 6129, 6133, 6156, 6181, 6188, 6189, 6201, 6230, 7311, 7818
GO:1905394	MF	e	retromer complex binding	3/601	8/19370	0.0014811535412246626	3	3	0.09375701915952114	3482, 4074, 7879
GO:0004571	MF	e	mannosyl-oligosaccharide 1,2-alpha-mannosidase activity	3/601	8/19370	0.0014811535412246626	8	3	0.09375701915952114	4121, 10905, 11253
GO:0004177	MF	e	aminopeptidase activity	5/601	28/19370	0.00153734276480636	5	5	0.09473692062203176	1512, 1515, 4012, 29952, 51752
GO:0070063	MF	e	RNA polymerase binding	4/601	17/19370	0.0015821557494990637	4	4	0.09473692062203176	2040, 4734, 5479, 57661
GO:0031489	MF	e	myosin V binding	4/601	17/19370	0.0015821557494990637	5	4	0.09473692062203176	2521, 9230, 10890, 51552
GO:0034185	MF	e	apolipoprotein binding	4/601	17/19370	0.0015821557494990637	3	4	0.09473692062203176	821, 949, 3329, 4040
GO:0003779	MF	e	actin binding	18/601	261/19370	0.001637489564164871	4	18	0.09674288345086059	226, 1605, 1627, 3688, 3936, 4627, 5034, 5216, 6624, 7414, 7852, 10487, 10611, 11151, 23499, 53827, 83988, 257144
GO:0003700	MF	p	DNA-binding transcription factor activity	0/601	442/19370	1.9758869514740486e-06	2	0	0.0006973368388020375	
GO:0001228	MF	p	DNA-binding transcription activator activity, RNA polymerase II-specific	0/601	444/19370	2.058768258817667e-06	4	0	0.0006973368388020375	
GO:0000978	MF	p	RNA polymerase II cis-regulatory region sequence-specific DNA binding	4/601	1173/19370	2.1224231040847924e-06	9	4	0.0006973368388020375	351, 5187, 5928, 6773
GO:1990837	MF	p	sequence-specific double-stranded DNA binding	1/601	555/19370	2.2991568122299715e-06	6	1	0.0006973368388020375	4904
GO:0000981	MF	p	DNA-binding transcription factor activity, RNA polymerase II-specific	2/601	1236/19370	2.3606528056941015e-06	3	2	0.0006973368388020375	5093, 6773
GO:0004984	MF	p	olfactory receptor activity	0/601	392/19370	9.50103451312197e-06	4	0	0.0022157412593496553	
GO:0003677	MF	p	DNA binding	11/601	919/19370	0.00019065620916043277	4	11	0.021805730867777352	334, 351, 811, 2521, 4904, 4925, 6129, 6188, 6621, 7128, 8338
GO:0046872	MF	p	metal ion binding	44/601	2288/19370	0.0003096078951239967	4	44	0.02982331702813977	102, 478, 480, 1200, 1536, 2130, 2208, 2521, 2618, 3336, 3676, 3678, 3688, 3689, 3716, 4124, 4125, 7360, 8728, 8754, 8887, 9110, 9146, 10241, 10611, 10857, 11041, 11226, 11342, 23239, 23295, 51699, 54928, 55568, 55847, 56829, 57661, 57674, 79689, 80774, 91754, 220002, 284996, 388512
GO:0004930	MF	p	G protein-coupled receptor activity	7/601	673/19370	0.0006057037537897631	4	7	0.04970135801930445	1236, 1880, 2826, 2838, 7852, 8324, 8698
GO:0043565	MF	p	sequence-specific DNA binding	0/601	245/19370	0.0006663133961851069	5	0	0.052722047473146585	
GO:0001227	MF	p	DNA-binding transcription repressor activity, RNA polymerase II-specific	1/601	308/19370	0.001286324923422467	4	1	0.08507023486096942	2023
