# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items	category
GO:0032133	CC	e	chromosome passenger complex	5/4441	6/19370	0.003070140776984585	3	5	0.028935251516419236	332, 3619, 6790, 9212, 55143	MAPTAC_class_I
GO:0031931	CC	e	TORC1 complex	5/4441	6/19370	0.003070140776984585	4	5	0.028935251516419236	2475, 9675, 9894, 23049, 57521	MAPTAC_class_I
GO:0005642	CC	e	annulate lamellae	5/4441	6/19370	0.003070140776984585	3	5	0.028935251516419236	5903, 7514, 23299, 23534, 23636	MAPTAC_class_I
GO:0071204	CC	e	histone pre-mRNA 3'end processing complex	5/4441	6/19370	0.003070140776984585	3	5	0.028935251516419236	4904, 6628, 7884, 10492, 90459	MAPTAC_class_I
GO:0005622	CC	e	intracellular anatomical structure	22/4441	54/19370	0.003210734896778521	2	22	0.030098493444132342	1659, 1660, 1665, 6640, 6641, 6645, 7286, 8449, 8721, 9785, 10367, 22907, 54505, 55760, 56919, 57118, 57647, 64848, 79665, 90957, 92797, 170506	MAPTAC_class_I
GO:0030424	CC	e	axon	95/4441	318/19370	0.0037716805615745728	5	95	0.035168915023618234	102, 214, 351, 387, 476, 547, 613, 682, 799, 821, 1385, 1639, 1837, 1859, 1982, 2332, 2617, 2932, 3054, 3064, 3508, 3643, 3897, 3996, 4130, 4131, 4134, 4137, 4642, 4685, 4744, 4747, 4763, 4908, 5339, 5562, 6091, 6416, 6546, 6606, 6607, 6772, 6812, 6900, 8087, 8567, 8826, 8898, 8927, 9344, 9513, 9532, 9564, 9637, 10044, 10159, 10749, 11315, 22876, 23001, 23022, 23057, 23064, 23077, 23095, 23176, 23242, 23303, 23394, 25945, 25983, 26115, 26278, 27252, 27445, 54800, 55238, 55605, 57154, 64601, 79191, 79594, 79890, 79969, 80208, 85440, 91978, 94056, 118813, 126129, 127933, 130074, 136319, 153090, 170506	MAPTAC_class_I
GO:0035770	CC	e	ribonucleoprotein granule	9/4441	16/19370	0.004018049166234908	5	9	0.037071790465314704	2926, 3191, 9238, 22868, 22907, 23424, 64848, 79072, 220988	MAPTAC_class_I
GO:0000779	CC	e	condensed chromosome, centromeric region	9/4441	16/19370	0.004018049166234908	4	9	0.037071790465314704	546, 1051, 1058, 1059, 1062, 9212, 9918, 23310, 64151	MAPTAC_class_I
GO:0005768	CC	e	endosome	89/4441	295/19370	0.0041057456020675035	7	89	0.037682576127876094	301, 351, 387, 476, 624, 682, 857, 1017, 1213, 1234, 1535, 1636, 1785, 1889, 1956, 2319, 2817, 2885, 4043, 4218, 4642, 5298, 5337, 5584, 5585, 5590, 5798, 5872, 5987, 6642, 6653, 7037, 7126, 7430, 9135, 9545, 9559, 9897, 9980, 10040, 10043, 10092, 10109, 10188, 10211, 10226, 10311, 10652, 10890, 11252, 23033, 23325, 26060, 26130, 26258, 26750, 27131, 28952, 51160, 51479, 51699, 54664, 54940, 55240, 55614, 55737, 55823, 57007, 57020, 57182, 57448, 57561, 57617, 58533, 60592, 64284, 64601, 80230, 81622, 83930, 84317, 90060, 91947, 94121, 114876, 146691, 160851, 254102, 340061	MAPTAC_class_I
GO:0005791	CC	e	rough endoplasmic reticulum	23/4441	58/19370	0.004340467912690766	6	23	0.03962937630701517	351, 821, 2752, 3329, 4924, 6124, 6128, 6141, 6184, 6185, 6227, 6228, 6441, 6780, 8985, 10970, 23657, 27346, 51430, 51552, 54901, 81502, 255738	MAPTAC_class_I
GO:0016580	CC	e	Sin3 complex	7/4441	11/19370	0.0045038426829045715	5	7	0.04048839088785495	3065, 3066, 5928, 10933, 23309, 25942, 58516	MAPTAC_class_I
GO:0017119	CC	e	Golgi transport complex	7/4441	11/19370	0.0045038426829045715	3	7	0.04048839088785495	998, 9382, 10466, 22796, 25839, 84342, 91949	MAPTAC_class_I
GO:0005845	CC	e	mRNA cap binding complex	7/4441	11/19370	0.0045038426829045715	3	7	0.04048839088785495	1977, 2332, 4686, 8731, 9470, 23191, 83640	MAPTAC_class_I
GO:0005764	CC	e	lysosome	83/4441	275/19370	0.0048095146817564716	7	83	0.0428147161741863	287, 288, 427, 811, 824, 949, 987, 1075, 1203, 1213, 1509, 1514, 1636, 1777, 2475, 2519, 2697, 2717, 3122, 3312, 3643, 3920, 3949, 4077, 4644, 4669, 4758, 4864, 5445, 6272, 6441, 6642, 7073, 7249, 7375, 7879, 8635, 8692, 9559, 9711, 10040, 10159, 10266, 10404, 10437, 10577, 10786, 23400, 23461, 26750, 26985, 27072, 27113, 27346, 51520, 51552, 54664, 54940, 55207, 55332, 55737, 55823, 57231, 57521, 57561, 57599, 57617, 57724, 64601, 65082, 81622, 84317, 92799, 93650, 126321, 128338, 147007, 151636, 153642, 201294, 252839, 255738, 259307	MAPTAC_class_I
GO:0000792	CC	e	heterochromatin	18/4441	42/19370	0.004811465536973589	3	18	0.0428147161741863	546, 1656, 2296, 3065, 5371, 6299, 6950, 7155, 7317, 10155, 22880, 23272, 23468, 29128, 53615, 79968, 85456, 115426	MAPTAC_class_I
GO:0035097	CC	e	histone methyltransferase complex	12/4441	24/19370	0.005296415282136178	5	12	0.04665636175670713	3054, 3720, 5929, 9070, 10419, 11108, 23067, 23468, 29915, 30827, 58508, 80335	MAPTAC_class_I
GO:0035327	CC	e	transcriptionally active chromatin	12/4441	24/19370	0.005296415282136178	3	12	0.04665636175670713	5394, 6830, 11168, 23379, 27043, 27125, 51010, 54512, 54623, 54828, 80349, 84524	MAPTAC_class_I
GO:0005769	CC	e	early endosome	81/4441	268/19370	0.0053472844641311	8	81	0.04686894832810909	208, 287, 323, 351, 2697, 3064, 3146, 3329, 3833, 3949, 4035, 4430, 4642, 4644, 4924, 5245, 5987, 6272, 6477, 6653, 7018, 7037, 7803, 8301, 8724, 9100, 9114, 9135, 9559, 9711, 9765, 9897, 9910, 10043, 10163, 10211, 11188, 11252, 22876, 23200, 23325, 23355, 23385, 23392, 26060, 26750, 27072, 28988, 29058, 30844, 30846, 51019, 51160, 51479, 51552, 51699, 54520, 55111, 55614, 55654, 55737, 55823, 57007, 57561, 57617, 57679, 57720, 64284, 64601, 65082, 79139, 79890, 79971, 91947, 92737, 93380, 129285, 150368, 151636, 219285, 255738	MAPTAC_class_I
GO:0010008	CC	e	endosome membrane	70/4441	227/19370	0.005394338846893791	6	70	0.047046149246790125	527, 533, 535, 537, 967, 1509, 1956, 3111, 3115, 3643, 3654, 3656, 3665, 3688, 3949, 4430, 6233, 6272, 6642, 6653, 6885, 7018, 7037, 7317, 7879, 8029, 8724, 8943, 9114, 9445, 9559, 9886, 9896, 10040, 10057, 10159, 10226, 10454, 11267, 11311, 23062, 23154, 23207, 23385, 23396, 23545, 26060, 27072, 30846, 51135, 51160, 51296, 51479, 51510, 51699, 55240, 55275, 55681, 55737, 56928, 57132, 58489, 63971, 64841, 80772, 81693, 84168, 84313, 93343, 112574	MAPTAC_class_I
GO:0005875	CC	e	microtubule associated complex	15/4441	33/19370	0.005529766002198943	2	15	0.04798851387056805	1639, 2339, 4130, 4131, 4134, 4281, 5048, 5829, 6101, 6780, 8682, 10048, 10513, 23095, 23291	MAPTAC_class_I
GO:0045095	CC	p	keratin filament	2/4441	95/19370	1.7439736046462196e-06	7	2	0.00011758406649787783	83481, 286077	MAPTAC_class_I
GO:0005887	CC	p	integral component of plasma membrane	160/4441	1400/19370	6.9623394748585645e-06	4	160	0.0002183410889459993	109, 214, 291, 292, 351, 493, 610, 624, 682, 799, 857, 930, 949, 965, 967, 970, 974, 1209, 1234, 1436, 1464, 1836, 1839, 1903, 1947, 1956, 1969, 2028, 2030, 2045, 2065, 2195, 2697, 2743, 2812, 2898, 3122, 3383, 3554, 3566, 3643, 3685, 3690, 3710, 3895, 3949, 3977, 4035, 4233, 4267, 4363, 4864, 4883, 5098, 5245, 5250, 5420, 5786, 5787, 5788, 5793, 5796, 6091, 6338, 6385, 6443, 6510, 6511, 6533, 6546, 6566, 6574, 6575, 6578, 6653, 7009, 7037, 7173, 7220, 7225, 7991, 8455, 8506, 8560, 8832, 8834, 8989, 9289, 9415, 9976, 9986, 10057, 10076, 10134, 10154, 10165, 10266, 10296, 10505, 10512, 10652, 10692, 10723, 10786, 10960, 23129, 23166, 23385, 23516, 23654, 23670, 23765, 23768, 25800, 26167, 27036, 27092, 27094, 27133, 28234, 29953, 51283, 51308, 51393, 54822, 55117, 55243, 55558, 55630, 55848, 56098, 56101, 56135, 56145, 56147, 56172, 56262, 57205, 58986, 64065, 64924, 65010, 79581, 79948, 80131, 83700, 83941, 84061, 91653, 92211, 92745, 126321, 131566, 139378, 140803, 162514, 196883, 284021, 286133, 374986	MAPTAC_class_I
GO:0005615	CC	p	extracellular space	215/4441	1492/19370	7.008801140145897e-06	2	215	0.0002183410889459993	12, 21, 71, 81, 87, 218, 226, 290, 301, 351, 427, 522, 686, 708, 717, 727, 811, 871, 889, 955, 966, 967, 1075, 1111, 1152, 1191, 1267, 1277, 1287, 1288, 1289, 1292, 1294, 1303, 1314, 1362, 1509, 1514, 1636, 1642, 1839, 1956, 2022, 2023, 2027, 2065, 2200, 2202, 2262, 2335, 2519, 2531, 2647, 2648, 2683, 2733, 2783, 2817, 2923, 2934, 2950, 3039, 3040, 3068, 3133, 3134, 3146, 3312, 3315, 3329, 3339, 3371, 3383, 3416, 3430, 3479, 3486, 3566, 3592, 3735, 3911, 3912, 3915, 3920, 3956, 3958, 3959, 3964, 4023, 4190, 4277, 4282, 4343, 4521, 4681, 4880, 4908, 4924, 4940, 5069, 5230, 5270, 5273, 5304, 5420, 5478, 5555, 5627, 5650, 6038, 6051, 6233, 6281, 6282, 6386, 6406, 6441, 6586, 6597, 6649, 6652, 6653, 6712, 7018, 7035, 7037, 7039, 7045, 7057, 7076, 7167, 7173, 7178, 7425, 7430, 7474, 7784, 7837, 7873, 8455, 8542, 8614, 8635, 8751, 8754, 8836, 8985, 9111, 9118, 9235, 9244, 9353, 9445, 9601, 10082, 10404, 10447, 10464, 10491, 10505, 10512, 10577, 10797, 10960, 11010, 11081, 23019, 23203, 23234, 23247, 23394, 23768, 25814, 26002, 26022, 26354, 26521, 27344, 29937, 29949, 51118, 51135, 51575, 55068, 55663, 56005, 56265, 64093, 79135, 79148, 79174, 79465, 79600, 80781, 81693, 83700, 83939, 84171, 84695, 84883, 90167, 93099, 96764, 121227, 135228, 140576, 140710, 254048, 255738, 347252, 347731, 353091, 392617, 692094, 727897	MAPTAC_class_I
GO:0031012	CC	p	extracellular matrix	28/4441	245/19370	7.675920207961717e-06	3	28	0.0002294886567061276	1277, 1287, 1288, 1289, 1463, 2006, 2200, 2202, 2335, 2734, 2817, 3491, 7045, 7057, 7076, 7784, 10117, 10417, 11081, 23768, 24144, 64386, 79148, 80781, 121227, 347731, 392617, 727897	MAPTAC_class_I
GO:0008076	CC	p	voltage-gated potassium channel complex	3/4441	77/19370	7.737924462682776e-06	7	3	0.0002294886567061276	610, 3783, 27094	MAPTAC_class_I
GO:0005576	CC	p	extracellular region	298/4441	1840/19370	8.030256805067823e-06	2	298	0.0002296012718705585	12, 47, 81, 87, 123, 178, 226, 272, 301, 308, 327, 351, 427, 590, 686, 717, 727, 811, 813, 955, 978, 1075, 1191, 1265, 1277, 1287, 1288, 1289, 1292, 1294, 1303, 1460, 1463, 1464, 1509, 1514, 1604, 1636, 1767, 1774, 1778, 1839, 1938, 1945, 2006, 2135, 2200, 2202, 2262, 2316, 2335, 2495, 2519, 2547, 2589, 2590, 2633, 2665, 2717, 2760, 2799, 2817, 2821, 2934, 2950, 3039, 3040, 3068, 3146, 3183, 3312, 3320, 3339, 3371, 3479, 3486, 3491, 3554, 3572, 3592, 3608, 3609, 3615, 3699, 3728, 3837, 3909, 3910, 3911, 3912, 3913, 3914, 3915, 3956, 3958, 3959, 4023, 4043, 4048, 4137, 4233, 4236, 4238, 4282, 4758, 4811, 4831, 4864, 4880, 4904, 4908, 4938, 5036, 5069, 5270, 5304, 5445, 5478, 5580, 5611, 5627, 5650, 5683, 5686, 5689, 5695, 5701, 5702, 5707, 5708, 5709, 5713, 5717, 5718, 5719, 5777, 5834, 5836, 5991, 6038, 6051, 6093, 6277, 6281, 6282, 6386, 6406, 6441, 6649, 6709, 6727, 6993, 7018, 7035, 7037, 7039, 7045, 7057, 7058, 7059, 7076, 7094, 7114, 7184, 7273, 7286, 7289, 7414, 7415, 7474, 7512, 7520, 7784, 7837, 7873, 8294, 8359, 8360, 8361, 8362, 8363, 8364, 8365, 8366, 8367, 8368, 8370, 8407, 8434, 8481, 8542, 8566, 8635, 8701, 8836, 9244, 9353, 9445, 9622, 9636, 9703, 9798, 9861, 9948, 10075, 10092, 10097, 10117, 10213, 10437, 10447, 10490, 10525, 10549, 10576, 10577, 10694, 10761, 10808, 10874, 10916, 11081, 22883, 23191, 23197, 23529, 23765, 23780, 25891, 28988, 29949, 50865, 51248, 51299, 51571, 51646, 51806, 54742, 55009, 55036, 55075, 55313, 55811, 55832, 55860, 56147, 56954, 57143, 57214, 57493, 58485, 58496, 64386, 64786, 79135, 79411, 79582, 79980, 80167, 80184, 80781, 80833, 81567, 81579, 83440, 84695, 114790, 121504, 135228, 136853, 139322, 140453, 147015, 153642, 158326, 196463, 200081, 201294, 203068, 245812, 245932, 255738, 257194, 259307, 260436, 284361, 285313, 286223, 353091, 374946, 375790, 387263, 388697, 389203, 404203, 554313, 653247, 653308	MAPTAC_class_I
GO:0016021	CC	p	integral component of membrane	548/4441	3500/19370	9.791248784544974e-06	3	548	0.0002673118551389302	21, 102, 109, 218, 224, 267, 290, 333, 334, 351, 360, 444, 476, 516, 517, 527, 533, 535, 537, 598, 665, 667, 738, 746, 768, 773, 955, 972, 987, 1186, 1203, 1262, 1327, 1337, 1345, 1347, 1350, 1351, 1362, 1595, 1603, 1636, 1650, 1718, 1723, 1823, 1824, 1828, 1829, 1889, 1952, 2022, 2030, 2132, 2134, 2135, 2181, 2182, 2196, 2222, 2262, 2317, 2531, 2537, 2542, 2589, 2651, 2683, 2734, 3109, 3111, 3156, 3563, 3703, 3708, 3709, 3781, 3895, 3897, 3930, 3992, 3995, 4121, 4170, 4233, 4238, 4257, 4259, 4277, 4580, 4685, 4779, 4864, 4976, 5139, 5318, 5729, 5788, 5796, 5798, 5825, 6184, 6185, 6263, 6272, 6305, 6307, 6309, 6319, 6391, 6400, 6510, 6533, 6566, 6576, 6646, 6653, 6713, 6720, 6745, 6746, 6748, 6891, 7009, 7039, 7351, 7368, 7485, 7779, 7784, 7841, 8165, 8273, 8321, 8325, 8506, 8567, 8694, 8703, 8720, 8751, 8754, 8795, 9074, 9080, 9091, 9217, 9218, 9249, 9289, 9344, 9488, 9497, 9517, 9526, 9527, 9551, 9556, 9709, 9761, 9766, 9780, 9789, 9791, 9868, 9900, 9927, 9956, 10159, 10195, 10227, 10257, 10280, 10299, 10384, 10430, 10452, 10488, 10490, 10548, 10554, 10558, 10730, 10786, 10952, 10955, 10959, 10970, 10972, 10994, 11010, 11057, 11068, 11160, 11194, 11231, 11236, 11270, 11311, 11342, 22862, 22937, 23061, 23065, 23200, 23204, 23223, 23224, 23225, 23231, 23302, 23306, 23345, 23352, 23385, 23400, 23423, 23460, 23461, 23471, 23480, 23505, 23516, 23545, 23585, 23592, 23657, 23670, 23787, 23788, 25813, 25844, 25864, 25897, 25907, 25923, 25963, 25994, 26001, 26002, 26022, 26123, 26154, 26167, 26173, 26505, 26509, 26984, 27013, 27090, 27173, 27346, 28978, 28982, 29015, 29058, 29091, 29095, 29909, 29929, 29956, 29985, 50837, 50999, 51006, 51075, 51094, 51109, 51172, 51246, 51249, 51290, 51296, 51300, 51303, 51309, 51312, 51330, 51360, 51430, 51465, 51522, 51528, 51537, 51573, 51643, 51714, 51809, 53407, 53834, 54470, 54471, 54587, 54664, 54682, 54732, 54867, 54868, 54896, 54901, 54914, 54946, 54953, 54977, 55002, 55009, 55041, 55117, 55129, 55151, 55238, 55240, 55254, 55304, 55332, 55345, 55359, 55379, 55486, 55504, 55591, 55627, 55640, 55654, 55669, 55754, 55776, 55831, 55847, 55850, 55863, 56052, 56063, 56172, 56262, 56674, 56704, 56851, 56894, 56926, 56935, 56951, 56993, 56994, 56996, 57007, 57020, 57104, 57130, 57153, 57205, 57210, 57221, 57231, 57404, 57467, 57493, 57498, 57508, 57515, 57523, 57578, 57650, 57678, 57719, 57720, 57722, 58477, 60492, 63910, 64215, 64225, 64285, 64753, 64755, 64757, 64778, 65010, 65084, 65250, 79050, 79053, 79064, 79139, 79143, 79572, 79586, 79613, 79694, 79762, 79770, 79772, 79796, 79888, 79932, 79956, 79962, 80000, 80146, 80195, 80228, 80255, 80346, 80757, 80775, 80789, 81034, 81037, 81341, 81533, 81542, 81622, 81671, 81693, 81894, 83857, 83877, 83930, 83986, 84002, 84059, 84168, 84270, 84272, 84720, 84803, 84818, 84833, 84867, 84883, 84885, 84896, 84898, 84900, 84918, 84928, 84978, 84987, 85014, 90161, 90580, 90701, 90956, 90993, 91012, 91137, 91147, 91663, 92126, 92255, 92737, 92840, 93129, 93183, 93380, 93650, 94101, 94103, 113189, 114780, 114784, 114789, 114805, 114815, 115209, 116150, 116254, 118424, 119694, 121227, 123096, 124222, 124565, 124925, 125170, 125228, 127544, 128338, 130074, 130507, 132720, 135152, 138255, 139378, 140453, 140823, 146059, 147007, 148789, 153830, 158056, 158326, 160335, 160418, 160518, 163590, 164091, 165215, 170371, 170384, 192286, 192683, 195814, 197021, 200185, 201595, 201780, 203260, 203413, 219482, 221035, 221477, 221496, 222068, 222537, 222553, 222962, 252839, 253558, 253782, 254531, 256471, 257019, 282763, 284361, 337867, 338596, 339983, 340745, 353091, 374383, 374882, 375790, 387521, 389203, 391059, 392392, 392617, 399909, 401152, 401505, 440026, 440957, 643155, 729515, 768211, 100134938, 100505876	MAPTAC_class_I
GO:0005886	CC	p	plasma membrane	805/4441	4469/19370	1.0669116226722302e-05	3	805	0.00027105740210788687	14, 21, 47, 71, 87, 102, 109, 118, 119, 123, 132, 163, 208, 218, 287, 288, 290, 301, 322, 324, 333, 334, 351, 360, 373, 375, 378, 381, 387, 394, 444, 468, 471, 476, 483, 493, 523, 527, 528, 535, 539, 610, 624, 645, 672, 673, 682, 708, 768, 773, 777, 799, 824, 826, 857, 868, 889, 930, 949, 955, 965, 966, 967, 970, 972, 974, 987, 998, 1173, 1175, 1211, 1213, 1234, 1267, 1315, 1362, 1436, 1459, 1460, 1464, 1495, 1499, 1501, 1514, 1535, 1601, 1604, 1627, 1636, 1650, 1676, 1785, 1797, 1808, 1823, 1824, 1828, 1829, 1832, 1836, 1837, 1839, 1889, 1903, 1938, 1945, 1946, 1947, 1952, 1956, 1967, 1969, 1983, 2011, 2022, 2023, 2027, 2028, 2030, 2035, 2036, 2045, 2058, 2059, 2060, 2065, 2114, 2181, 2182, 2189, 2194, 2195, 2196, 2262, 2316, 2317, 2318, 2319, 2339, 2537, 2597, 2633, 2683, 2697, 2719, 2734, 2743, 2752, 2773, 2782, 2787, 2803, 2812, 2817, 2821, 2885, 2894, 2898, 2909, 2932, 2934, 2950, 3028, 3069, 3094, 3099, 3111, 3115, 3122, 3133, 3134, 3161, 3309, 3312, 3315, 3320, 3329, 3339, 3383, 3554, 3563, 3566, 3572, 3611, 3636, 3643, 3654, 3655, 3656, 3673, 3675, 3676, 3678, 3685, 3688, 3690, 3691, 3696, 3708, 3709, 3710, 3725, 3728, 3735, 3781, 3783, 3897, 3920, 3921, 3949, 3958, 3977, 3987, 3996, 4023, 4035, 4043, 4067, 4100, 4131, 4134, 4137, 4163, 4193, 4218, 4233, 4238, 4257, 4267, 4277, 4282, 4287, 4354, 4363, 4430, 4521, 4534, 4627, 4641, 4642, 4646, 4651, 4685, 4718, 4735, 4758, 4792, 4811, 4940, 5007, 5074, 5127, 5130, 5152, 5170, 5245, 5255, 5273, 5286, 5292, 5318, 5335, 5337, 5339, 5354, 5358, 5411, 5420, 5426, 5445, 5499, 5500, 5530, 5531, 5532, 5547, 5576, 5580, 5584, 5586, 5590, 5602, 5621, 5627, 5729, 5747, 5783, 5786, 5787, 5788, 5796, 5798, 5829, 5872, 5876, 5912, 5921, 6004, 6016, 6051, 6091, 6093, 6188, 6233, 6248, 6262, 6263, 6272, 6277, 6307, 6338, 6385, 6386, 6446, 6464, 6477, 6510, 6511, 6533, 6546, 6566, 6574, 6575, 6578, 6645, 6653, 6664, 6675, 6780, 6812, 6814, 6840, 6845, 6885, 6900, 6996, 7018, 7035, 7037, 7039, 7041, 7045, 7082, 7094, 7173, 7184, 7220, 7225, 7289, 7320, 7345, 7368, 7375, 7402, 7429, 7430, 7431, 7474, 7512, 7520, 7779, 7784, 7812, 7879, 7916, 7923, 7991, 8029, 8189, 8301, 8321, 8325, 8434, 8452, 8455, 8471, 8473, 8496, 8522, 8527, 8560, 8567, 8576, 8648, 8660, 8692, 8694, 8723, 8727, 8751, 8776, 8777, 8795, 8826, 8832, 8883, 8904, 8907, 8924, 8935, 8938, 8976, 8989, 9055, 9074, 9080, 9138, 9180, 9217, 9218, 9223, 9263, 9351, 9397, 9445, 9463, 9497, 9500, 9531, 9545, 9557, 9564, 9578, 9590, 9643, 9651, 9677, 9747, 9761, 9780, 9793, 9833, 9867, 9886, 9900, 9948, 9958, 9976, 10009, 10011, 10021, 10043, 10048, 10057, 10076, 10082, 10083, 10154, 10159, 10188, 10207, 10211, 10243, 10257, 10266, 10352, 10384, 10397, 10422, 10430, 10505, 10519, 10580, 10723, 10786, 10788, 10841, 10890, 10955, 10970, 10972, 10979, 10988, 11001, 11010, 11047, 11065, 11069, 11073, 11079, 11160, 11180, 11188, 11216, 11235, 11252, 11267, 11315, 22801, 22836, 22839, 22931, 22950, 22979, 22985, 22999, 23001, 23007, 23022, 23111, 23122, 23129, 23136, 23166, 23184, 23196, 23200, 23214, 23218, 23223, 23234, 23242, 23244, 23256, 23265, 23299, 23322, 23327, 23344, 23352, 23370, 23385, 23426, 23460, 23461, 23499, 23513, 23516, 23532, 23545, 23586, 23600, 23647, 23657, 23670, 23762, 23765, 23768, 24138, 25792, 25800, 25814, 25844, 25865, 25932, 25937, 25945, 25957, 26000, 26022, 26037, 26060, 26130, 26133, 26135, 26154, 26505, 26509, 27005, 27036, 27092, 27094, 27133, 27173, 27340, 27346, 28234, 28982, 28985, 28988, 29091, 29881, 29909, 29915, 29953, 29978, 29985, 30011, 30844, 30846, 50837, 50855, 51094, 51133, 51135, 51143, 51148, 51160, 51181, 51196, 51299, 51330, 51393, 51421, 51429, 51474, 51552, 51573, 51606, 51763, 53635, 53834, 54464, 54536, 54625, 54742, 54822, 54870, 54874, 54946, 55068, 55117, 55129, 55183, 55240, 55243, 55256, 55291, 55313, 55357, 55359, 55504, 55558, 55573, 55591, 55605, 55630, 55640, 55644, 55654, 55667, 55701, 55754, 55761, 55763, 55770, 55850, 55905, 55920, 55968, 55975, 56172, 56262, 56704, 56882, 56892, 56894, 56928, 56996, 57007, 57020, 57104, 57120, 57142, 57153, 57154, 57175, 57205, 57214, 57492, 57515, 57534, 57561, 57578, 57650, 57669, 57678, 57692, 57719, 57720, 57722, 58489, 58986, 60412, 60682, 63035, 64065, 64215, 64284, 64386, 64743, 64837, 64844, 64855, 65010, 65268, 78999, 79026, 79058, 79068, 79465, 79581, 79659, 79837, 79888, 79932, 79960, 79971, 80005, 80115, 80131, 80208, 80772, 81341, 81502, 81533, 81671, 81693, 83660, 83700, 83786, 83874, 83987, 84059, 84061, 84168, 84231, 84272, 84307, 84364, 84668, 84818, 84883, 84888, 84918, 84962, 84986, 85021, 85456, 85459, 89122, 90167, 91419, 91653, 91663, 91746, 91947, 92255, 92714, 92737, 92745, 93129, 93380, 94103, 94121, 94122, 113026, 113146, 114784, 115098, 115752, 116496, 119694, 121227, 124925, 126353, 130074, 130132, 135228, 138255, 139189, 139285, 140453, 140576, 140803, 144402, 144453, 146059, 147179, 149371, 153090, 153364, 154796, 154810, 157638, 160851, 162514, 164091, 192683, 195814, 196527, 196528, 196883, 197259, 201780, 203413, 219482, 219790, 219844, 221477, 222962, 255738, 257194, 282763, 284119, 340061, 353091, 374383, 375790, 388753, 392392, 445815, 727897, 768211, 100506084	MAPTAC_class_I
GO:0099056	CC	p	integral component of presynaptic membrane	1/4441	54/19370	2.550507055025007e-05	6	1	0.000565954287020106	23385	MAPTAC_class_I
GO:0005581	CC	p	collagen trimer	3/4441	60/19370	0.00030242758480404576	2	3	0.00410973299349994	1292, 6441, 80781	MAPTAC_class_I
GO:0031225	CC	p	anchored component of membrane	10/4441	98/19370	0.0016121242415147047	3	10	0.017662836221095483	1604, 1945, 7035, 7512, 8434, 54742, 64386, 135228, 257194, 353091	MAPTAC_class_I
GO:0099060	CC	p	integral component of postsynaptic specialization membrane	0/4441	25/19370	0.0029322647923457506	7	0	0.028399227519238124		MAPTAC_class_I
GO:0017116	MF	e	single-stranded DNA helicase activity	16/4441	21/19370	3.4677308813877465e-07	6	16	0.0004226295504207406	4171, 4172, 4173, 4174, 4175, 4176, 5888, 5982, 5983, 5984, 5985, 10721, 54921, 56897, 84515, 92797	MAPTAC_class_I
GO:0048027	MF	e	mRNA 5'-UTR binding	20/4441	26/19370	6.656926789810322e-07	6	20	0.0004226295504207406	2332, 4628, 4691, 6125, 6189, 6201, 6207, 6208, 6470, 6472, 10492, 10642, 10643, 10644, 22948, 23367, 26156, 26354, 84294, 170506	MAPTAC_class_I
GO:0003743	MF	e	translation initiation factor activity	31/4441	51/19370	7.587917052367234e-07	6	31	0.0004226295504207406	1965, 1967, 1968, 1973, 1974, 1975, 1977, 1981, 1982, 1983, 3646, 7458, 8661, 8662, 8664, 8665, 8667, 8668, 8672, 8890, 8892, 8894, 9470, 9669, 10480, 10987, 27335, 28985, 51386, 54505, 83939	MAPTAC_class_I
GO:0003725	MF	e	double-stranded RNA binding	37/4441	73/19370	8.383044515396682e-07	5	37	0.0004226295504207406	87, 103, 1213, 1653, 1660, 1665, 1973, 1994, 3146, 3192, 3329, 3608, 3609, 4622, 4938, 4940, 6780, 6895, 7037, 7431, 8638, 9188, 22907, 23405, 23586, 27067, 29102, 51663, 54542, 54840, 55601, 56919, 64135, 79693, 161931, 170506, 192669	MAPTAC_class_I
GO:0043022	MF	e	ribosome binding	32/4441	62/19370	9.002169677025648e-07	4	32	0.0004226295504207406	1938, 1965, 2107, 2332, 2475, 3309, 3508, 3921, 6185, 6728, 6730, 6731, 7917, 10196, 10399, 10430, 10952, 10985, 25929, 26135, 27335, 29927, 51119, 54499, 56648, 56926, 60558, 79631, 80155, 83939, 90459, 253260	MAPTAC_class_I
GO:0043130	MF	e	ubiquitin binding	45/4441	91/19370	1.04445064369055e-06	4	45	0.0004226295504207406	267, 550, 1164, 3300, 3315, 4077, 4193, 5886, 5887, 7153, 7319, 7345, 8878, 9184, 9373, 10040, 10043, 10600, 10616, 11047, 11124, 22954, 23062, 23197, 23636, 25793, 26043, 51160, 51366, 55072, 55666, 55728, 55968, 57599, 64771, 64844, 79004, 83932, 91544, 93343, 116143, 127544, 137886, 146691, 199990	MAPTAC_class_I
GO:0003724	MF	e	RNA helicase activity	42/4441	71/19370	1.2304623656701395e-06	4	42	0.0004226295504207406	1653, 1655, 1656, 1659, 1660, 1662, 1665, 1973, 1974, 5976, 6499, 8449, 8886, 9188, 9775, 9785, 9879, 10146, 10212, 11056, 11325, 22907, 23020, 23517, 23586, 51428, 54505, 54555, 54606, 55601, 55760, 56919, 57062, 57647, 57696, 64135, 64794, 79665, 85441, 90957, 91351, 170506	MAPTAC_class_I
